Rank,Title,IsoAbbr,H index,SJR,Country,Region,Coverage,search
13837,"MicroRNA (Shariqah, United Arab Emirates)",Microrna,20,"0,891",United Arab Emirates,Middle East,2012-2019,"MicroRNA (Shariqah, United Arab Emirates)[Journal]"
13842,Nan fang yi ke da xue xue bao = Journal of Southern Medical University,Nan Fang Yi Ke Da Xue Xue Bao,20,"0,160",China,Asiatic Region,2006-2020,Nan fang yi ke da xue xue bao = Journal of Southern Medical University[Journal]
13846,Neuromethods,Neuromethods,20,"0,123",United States,Northern America,2009-2021,Neuromethods[Journal]
13867,PharmaNutrition,PharmaNutrition,20,"0,548",Netherlands,Western Europe,2013-2020,PharmaNutrition[Journal]
13874,Prague medical report,Prague Med Rep,20,"0,153",Czech Republic,Eastern Europe,2004-2020,Prague medical report[Journal]
13875,Praxis der Kinderpsychologie und Kinderpsychiatrie,Prax Kinderpsychol Kinderpsychiatr,20,"0,158",Germany,Western Europe,1961-2020,Praxis der Kinderpsychologie und Kinderpsychiatrie[Journal]
13954,Transactions of the Japan Society for Aeronautical and Space Sciences,Trans Jpn Soc Aeronaut Space Sci,20,"0,257",Japan,Asiatic Region,1969-2020,Transactions of the Japan Society for Aeronautical and Space Sciences[Journal]
13961,Veterinaria italiana,Vet Ital,20,"0,394",Italy,Western Europe,"1975, 2010-2020",Veterinaria italiana[Journal]
13969,Zemdirbyste,Zemdirbyste,20,"0,430",Lithuania,Eastern Europe,2008-2020,Zemdirbyste[Journal]
13999,Annals of palliative medicine,Ann Palliat Med,19,"0,546",China,Asiatic Region,2015-2020,Annals of palliative medicine[Journal]
14023,Biography,Biography,19,"0,143",United States,Northern America,"1978, 1980-1982, 1984, 1986-1988, 1999-2019",Biography[Journal]
14055,Communicable diseases intelligence quarterly report,Commun Dis Intell Q Rep,19,"0,619",Australia,Pacific Region,2012-2017,Communicable diseases intelligence quarterly report[Journal]
14073,Der Internist,Internist (Berl),19,"0,216",Germany,Western Europe,1960-2020,Der Internist[Journal]
14094,Epidemiology and health,Epidemiol Health,19,"1,109",South Korea,Asiatic Region,2015-2020,Epidemiology and health[Journal]
14102,Exceptionality,Exceptionality,19,"0,847",United States,Northern America,"1990-1994, 2010-2020",Exceptionality[Journal]
14132,"Health promotion and chronic disease prevention in Canada : research, policy and practice",Health Promot Chronic Dis Prev Can,19,"1,019",Canada,Northern America,2015-2020,"Health promotion and chronic disease prevention in Canada : research, policy and practice[Journal]"
14156,"Interdisciplinary sciences, computational life sciences",Interdiscip Sci,19,"0,401",Germany,Western Europe,2009-2020,"Interdisciplinary sciences, computational life sciences[Journal]"
14204,Joints,Joints,19,"0,850",Italy,Western Europe,2013-2019,Joints[Journal]
14227,Journal of educational administration and history,J Educ Adm Hist,19,"0,446",United Kingdom,Western Europe,"1968-2000, 2010-2020",Journal of educational administration and history[Journal]
14241,"Journal of insurance medicine (New York, N.Y.)",J Insur Med,19,"0,177",United States,Northern America,"1991-2014, 2016-2019","Journal of insurance medicine (New York, N.Y.)[Journal]"
14243,Journal of law and medicine,J Law Med,19,"0,165",Australia,Pacific Region,"1994, 2001-2020",Journal of law and medicine[Journal]
14268,Journal of Taibah University Medical Sciences,J Taibah Univ Med Sci,19,"0,269",Netherlands,Western Europe,2009-2020,Journal of Taibah University Medical Sciences[Journal]
14270,Journal of the American Association of Nurse Practitioners,J Am Assoc Nurse Pract,19,"0,414",United Kingdom,Western Europe,2013-2020,Journal of the American Association of Nurse Practitioners[Journal]
14286,Military Medical Research,Mil Med Res,19,"0,688",United Kingdom,Western Europe,2014-2020,Military Medical Research[Journal]
14300,Non-coding RNA,Noncoding RNA,19,"2,287",Switzerland,Western Europe,2015-2020,Non-coding RNA[Journal]
14305,Numen,Numen,19,"0,183",Netherlands,Western Europe,1954-2020,Numen[Journal]
14360,Roczniki Panstwowego Zakladu Higieny,Rocz Panstw Zakl Hig,19,"0,261",Poland,Eastern Europe,"1961, 1965-2019",Roczniki Panstwowego Zakladu Higieny[Journal]
14388,Transactions of the American Nuclear Society,Trans Am Nucl Soc,19,"0,214",United States,Northern America,"1981, 1982, 1984, 1985, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014",Transactions of the American Nuclear Society[Journal]
14407,Zeitschrift fur Geburtshilfe und Neonatologie,Z Geburtshilfe Neonatol,19,"0,175",Germany,Western Europe,1995-2020,Zeitschrift fur Geburtshilfe und Neonatologie[Journal]
14409,Zoological research,Zool Res,19,"0,933",China,Asiatic Region,2010-2020,Zoological research[Journal]
14445,Anthropologica,Anthropologica,18,"0,180",Canada,Northern America,"1980, 1985, 1999, 2005-2020",Anthropologica[Journal]
14447,APSIPA Transactions on Signal and Information Processing,APSIPA Trans Signal Inf Process,18,"0,306",United Kingdom,Western Europe,2012-2020,APSIPA Transactions on Signal and Information Processing[Journal]
14455,Asian journal of endoscopic surgery,Asian J Endosc Surg,18,"0,372",Japan,Asiatic Region,2011-2020,Asian journal of endoscopic surgery[Journal]
14458,Atoms,Atoms,18,"0,610",Switzerland,Western Europe,2013-2020,Atoms[Journal]
14467,BioCycle,Biocycle,18,"0,112",United States,Northern America,1981-2019,BioCycle[Journal]
14475,Bulletin of the Iranian Mathematical Society,Bull Iran Math Soc,18,"0,296",Iran,Middle East,2008-2020,Bulletin of the Iranian Mathematical Society[Journal]
14487,ChemPhotoChem,ChemPhotoChem,18,"1,130",Germany,Western Europe,2017-2020,ChemPhotoChem[Journal]
14513,Data,Data (Basel),18,"0,393",Switzerland,Western Europe,2016-2020,Data[Journal]
14519,Dissent,Dissent,18,"0,154",United States,Northern America,"1976-1977, 1979, 1981, 1983, 1986-1988, 1994, 1996-2019",Dissent[Journal]
14554,Focaal,Focaal,18,"0,257",Netherlands,Western Europe,2011-2020,Focaal[Journal]
14562,Games,Games (Basel),18,"0,358",Switzerland,Western Europe,2010-2020,Games[Journal]
14568,Geographia Polonica,Geogr Pol,18,"0,519",Poland,Eastern Europe,"1972, 1975-1986, 1988-1989, 1992-2020",Geographia Polonica[Journal]
14593,"Immunity, inflammation and disease",Immun Inflamm Dis,18,"0,918",United Kingdom,Western Europe,2013-2020,"Immunity, inflammation and disease[Journal]"
14728,Journal of UOEH,J UOEH,18,"0,196",Japan,Asiatic Region,1979-2020,Journal of UOEH[Journal]
14762,National Toxicology Program technical report series,Natl Toxicol Program Tech Rep Ser,18,"0,108",United States,Northern America,2000-2013,National Toxicology Program technical report series[Journal]
14789,Papers of the British School at Rome,Pap Br Sch Rome,18,"0,207",United Kingdom,Western Europe,"1902, 1904, 1906-1907, 1910, 1913-1914, 1916-1917, 1920, 1927, 1929, 1932, 1935, 1938-1939, 1948-2020",Papers of the British School at Rome[Journal]
14790,Pathologica,Pathologica,18,"0,243",Italy,Western Europe,"1945-1948, 1950-2020",Pathologica[Journal]
14825,Proteomes,Proteomes,18,"1,066",Switzerland,Western Europe,2013-2020,Proteomes[Journal]
14874,Stat,Stat,18,"0,610",United Kingdom,Western Europe,2012-2020,Stat[Journal]
14894,Turkiye parazitolojii dergisi,Turkiye Parazitol Derg,18,"0,207",Turkey,Middle East,2006-2020,Turkiye parazitolojii dergisi[Journal]
14908,Zeitschrift fur Papyrologie und Epigraphik,Z Papyrologie Epigraphik,18,"0,198",Germany,Western Europe,"1968, 1976-1978, 1997, 2002-2008, 2015-2016, 2018-2020",Zeitschrift fur Papyrologie und Epigraphik[Journal]
14909,Zhonghua fu chan ke za zhi,Zhonghua Fu Chan Ke Za Zhi,18,,China,Asiatic Region,"1960, 1979-2016, 2020",Zhonghua fu chan ke za zhi[Journal]
14924,Acta Cardiologica Sinica,Acta Cardiol Sin,17,"0,551",Taiwan,Asiatic Region,1988-2020,Acta Cardiologica Sinica[Journal]
14925,"Acta crystallographica. Section C, Structural chemistry",Acta Crystallogr C Struct Chem,17,"0,304",United States,Northern America,"1987-1988, 1990-1991, 1994-1995, 2014-2020","Acta crystallographica. Section C, Structural chemistry[Journal]"
14948,Alter,Alter,17,"0,182",France,Western Europe,2007-2020,Alter[Journal]
14962,Arabica,Arabica,17,"0,126",Netherlands,Western Europe,"1954-1981, 1983-1993, 1996-2020",Arabica[Journal]
14977,Azania,Azania,17,"0,404",United Kingdom,Western Europe,"1966-1994, 2010-2020",Azania[Journal]
14982,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,Beijing Da Xue Xue Bao Yi Xue Ban,17,"0,141",China,Asiatic Region,2003-2020,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences[Journal]
15004,Candollea,Candollea,17,"0,376",Switzerland,Western Europe,"2000, 2003-2020",Candollea[Journal]
15073,Geographische Zeitschrift,Geogr Z,17,"0,195",Germany,Western Europe,"1978-1994, 1996-2020",Geographische Zeitschrift[Journal]
15089,Health systems and reform,Health Syst Reform,17,"0,958",United States,Northern America,2015-2020,Health systems and reform[Journal]
15098,Infectious Disease Modelling,Infect Dis Model,17,"1,332",China,Asiatic Region,2016-2020,Infectious Disease Modelling[Journal]
15139,International maritime health,Int Marit Health,17,"0,266",Poland,Eastern Europe,1999-2020,International maritime health[Journal]
15148,JAAPA : official journal of the American Academy of Physician Assistants,JAAPA,17,"0,240",United States,Northern America,"1989, 1999-2020",JAAPA : official journal of the American Academy of Physician Assistants[Journal]
15195,Journal of global oncology,J Glob Oncol,17,"1,002",United States,Northern America,2017-2020,Journal of global oncology[Journal]
15199,Journal of Indian Association of Pediatric Surgeons,J Indian Assoc Pediatr Surg,17,"0,306",India,Asiatic Region,"2002, 2005-2020",Journal of Indian Association of Pediatric Surgeons[Journal]
15219,Journal of perioperative practice,J Perioper Pract,17,"0,151",United Kingdom,Western Europe,2006-2020,Journal of perioperative practice[Journal]
15247,Macroheterocycles,Macroheterocycles,17,"0,244",Russian Federation,Eastern Europe,2008-2020,Macroheterocycles[Journal]
15257,Microorganisms,Microorganisms,17,"0,858",Switzerland,Western Europe,2019-2020,Microorganisms[Journal]
15268,NeoReviews,Neoreviews,17,"0,266",United States,Northern America,2008-2020,NeoReviews[Journal]
15300,Phyton,Phyton (B Aires),17,"0,202",Argentina,Latin America,"1984, 1996-2000, 2006-2020",Phyton[Journal]
15331,Radioprotection,Radioprotection,17,"0,301",France,Western Europe,"1977-1981, 1988-2020",Radioprotection[Journal]
15388,Therapeutische Umschau. Revue therapeutique,Ther Umsch,17,"0,116",Switzerland,Western Europe,1947-2020,Therapeutische Umschau. Revue therapeutique[Journal]
15415,Zeitschrift fur Wirtschaftsgeographie,Z Wirtschgeogr,17,"0,596",Germany,Western Europe,"1978-1981, 1984, 1988-2020",Zeitschrift fur Wirtschaftsgeographie[Journal]
15417,Zhonghua wei zhong bing ji jiu yi xue,Zhonghua Wei Zhong Bing Ji Jiu Yi Xue,17,"0,214",China,Asiatic Region,2013-2020,Zhonghua wei zhong bing ji jiu yi xue[Journal]
15445,Americas,Americas (Engl ed),16,"0,181",United States,Northern America,"1969, 1971, 1973, 1975, 1982-1983, 1985, 1999, 2001-2020",Americas[Journal]
15456,Arquivos brasileiros de cirurgia digestiva : ABCD = Brazilian archives of digestive surgery,Arq Bras Cir Dig,16,"0,692",Brazil,Latin America,2012-2020,Arquivos brasileiros de cirurgia digestiva : ABCD = Brazilian archives of digestive surgery[Journal]
15457,Asian Herpetological Research,Asian Herpetol Res,16,"0,761",China,Asiatic Region,2011-2020,Asian Herpetological Research[Journal]
15477,Biosemiotics,Biosemiotics,16,"0,277",Netherlands,Western Europe,2009-2020,Biosemiotics[Journal]
15479,Boletin de la Sociedad Matematica Mexicana,Bol Soc Mat Mex,16,"0,286",United States,Northern America,"1996-2009, 2011-2012, 2016-2020",Boletin de la Sociedad Matematica Mexicana[Journal]
15509,Cliometrica,Cliometrica (Berl),16,"0,935",Germany,Western Europe,2007-2020,Cliometrica[Journal]
15555,Ethnopolitics,Ethnopolitics,16,"0,639",United Kingdom,Western Europe,2010-2020,Ethnopolitics[Journal]
15568,Folklore,Folklore,16,"0,191",United Kingdom,Western Europe,1890-2020,Folklore[Journal]
15604,Indian journal of medical ethics,Indian J Med Ethics,16,"0,204",India,Asiatic Region,2004-2020,Indian journal of medical ethics[Journal]
15665,Journal for nurses in professional development,J Nurses Prof Dev,16,"0,389",United States,Northern America,2013-2020,Journal for nurses in professional development[Journal]
15695,Journal of healthcare risk management : the journal of the American Society for Healthcare Risk Management,J Healthc Risk Manag,16,"0,221",United States,Northern America,"1992-1999, 2001-2020",Journal of healthcare risk management : the journal of the American Society for Healthcare Risk Management[Journal]
15724,Journal of the Saudi Heart Association,J Saudi Heart Assoc,16,"0,322",Saudi Arabia,Middle East,2009-2020,Journal of the Saudi Heart Association[Journal]
15759,Medycyna wieku rozwojowego,Med Wieku Rozwoj,16,"0,215",Poland,Eastern Europe,1999-2019,Medycyna wieku rozwojowego[Journal]
15765,MSMR,MSMR,16,"0,231",United States,Northern America,"2011-2016, 2019-2020",MSMR[Journal]
15766,MycoKeys,MycoKeys,16,"1,172",Bulgaria,Eastern Europe,2015-2020,MycoKeys[Journal]
15767,Nanotheranostics,Nanotheranostics,16,"1,310",Australia,Pacific Region,2017-2020,Nanotheranostics[Journal]
15772,Neurology Asia,Neurol Asia,16,"0,138",Malaysia,Asiatic Region,2008-2020,Neurology Asia[Journal]
15800,PhytoKeys,PhytoKeys,16,"0,511",Bulgaria,Eastern Europe,2014-2020,PhytoKeys[Journal]
15807,Praxis,Praxis,16,"0,139",Switzerland,Western Europe,"1973, 1975, 1977, 1992-2020",Praxis[Journal]
15807,Praxis,Praxis (Bern 1994),16,"0,139",Switzerland,Western Europe,"1973, 1975, 1977, 1992-2020",Praxis[Journal]
15823,Pteridines,Pteridines,16,"0,198",United Kingdom,Western Europe,1989-2020,Pteridines[Journal]
15878,South Dakota medicine : the journal of the South Dakota State Medical Association,S D Med,16,"0,134",United States,Northern America,2006-2020,South Dakota medicine : the journal of the South Dakota State Medical Association[Journal]
15890,Tanaffos,Tanaffos,16,"0,226",Iran,Middle East,2006-2019,Tanaffos[Journal]
15916,Western Pacific surveillance and response journal : WPSAR,Western Pac Surveill Response J,16,"0,515",Philippines ,Asiatic Region,2013-2019,Western Pacific surveillance and response journal : WPSAR[Journal]
15932,Zhonghua nan ke xue = National journal of andrology,Zhonghua Nan Ke Xue,16,"0,102",China,Asiatic Region,"2002-2016, 2019",Zhonghua nan ke xue = National journal of andrology[Journal]
15933,Zhonghua wai ke za zhi [Chinese journal of surgery],Zhonghua Wai Ke Za Zhi,16,,China,Asiatic Region,"1957, 1959-1964, 1979-2016, 2020",Zhonghua wai ke za zhi [Chinese journal of surgery][Journal]
15967,Analise Social,Anal Soc,15,"0,131",Portugal,Western Europe,"1977-1978, 1981-1984, 1990, 1993-1994, 1996-2020",Analise Social[Journal]
15973,Arbor,Arbor,15,"0,154",Spain,Western Europe,"1973-1974, 1977, 1982, 1996-2020",Arbor[Journal]
16016,CAAI Transactions on Intelligence Technology,CAAI Trans Intell Technol,15,"0,613",United Kingdom,Western Europe,2017-2020,CAAI Transactions on Intelligence Technology[Journal]
16039,Clinical calcium,Clin Calcium,15,"0,117",Japan,Asiatic Region,2004-2017,Clinical calcium[Journal]
16057,Current protocols in mouse biology,Curr Protoc Mouse Biol,15,"1,770",United States,Northern America,2014-2020,Current protocols in mouse biology[Journal]
16081,Epidemiologia e servicos de saude : revista do Sistema Unico de Saude do Brasil,Epidemiol Serv Saude,15,"0,620",Brazil,Latin America,2016-2020,Epidemiologia e servicos de saude : revista do Sistema Unico de Saude do Brasil[Journal]
16092,European urology oncology,Eur Urol Oncol,15,"3,107",Netherlands,Western Europe,2018-2020,European urology oncology[Journal]
16099,Fortune,Fortune,15,"0,103",United States,Northern America,"1973-1974, 1976-2018",Fortune[Journal]
16105,Genetika,Genetika,15,"0,240",Serbia,Eastern Europe,2007-2020,Genetika[Journal]
16107,Georgian medical news,Georgian Med News,15,"0,137",Georgia,Eastern Europe,2005-2020,Georgian medical news[Journal]
16118,Historische Zeitschrift,Hist Z,15,"0,135",Germany,Western Europe,"1859-1917, 1919-1943, 1950-2020",Historische Zeitschrift[Journal]
16236,Journal of Intelligence,J Intell,15,"0,910",Switzerland,Western Europe,2013-2020,Journal of Intelligence[Journal]
16258,Journal of studies on alcohol and drugs. Supplement,J Stud Alcohol Drugs Suppl,15,"0,623",United States,Northern America,"2009, 2014, 2019-2020",Journal of studies on alcohol and drugs. Supplement[Journal]
16265,Journal of the Society for Social Work and Research,J Soc Social Work Res,15,"0,529",United States,Northern America,2014-2020,Journal of the Society for Social Work and Research[Journal]
16278,Langages,Langages,15,"0,114",France,Western Europe,"1976, 2002-2020",Langages[Journal]
16283,Lexikos,Lexikos,15,"0,280",South Africa,Africa,2002-2019,Lexikos[Journal]
16311,Mnemosyne,Mnemosyne,15,"0,177",Netherlands,Western Europe,"1948-1991, 1993-2020",Mnemosyne[Journal]
16351,Pharmaceutical patent analyst,Pharm Pat Anal,15,"0,247",United Kingdom,Western Europe,2012-2018,Pharmaceutical patent analyst[Journal]
16361,Postepy biochemii,Postepy Biochem,15,"0,244",Poland,Eastern Europe,"1954, 1956-2020",Postepy biochemii[Journal]
16393,Revista de gastroenterologia del Peru : organo oficial de la Sociedad de Gastroenterologia del Peru,Rev Gastroenterol Peru,15,"0,148",Peru,Latin America,"1989-1996, 2001-2020",Revista de gastroenterologia del Peru : organo oficial de la Sociedad de Gastroenterologia del Peru[Journal]
16402,Rhizosphere,Rhizosphere,15,"0,792",Netherlands,Western Europe,2016-2020,Rhizosphere[Journal]
16465,Zeitschrift fur Allgemeinmedizin,Z Allgemeinmed,15,"0,227",Germany,Western Europe,"1964, 1969-2020",Zeitschrift fur Allgemeinmedizin[Journal]
16538,Aviakosmicheskaia i ekologicheskaia meditsina = Aerospace and environmental medicine,Aviakosm Ekolog Med,14,"0,171",Russian Federation,Eastern Europe,1992-2019,Aviakosmicheskaia i ekologicheskaia meditsina = Aerospace and environmental medicine[Journal]
16579,Contemporary Southeast Asia,Contemp Southeast Asia,14,"0,442",Singapore,Asiatic Region,"1980-1981, 1984-1985, 2006, 2012-2020",Contemporary Southeast Asia[Journal]
16590,Current protocols in chemical biology,Curr Protoc Chem Biol,14,"0,503",United Kingdom,Western Europe,2013-2020,Current protocols in chemical biology[Journal]
16613,Emergency medicine practice,Emerg Med Pract,14,"0,192",United States,Northern America,2011-2020,Emergency medicine practice[Journal]
16651,GeoResJ,GeoResJ,14,"0,348",United Kingdom,Western Europe,2014-2017,GeoResJ[Journal]
16660,Herald of the Russian Academy of Sciences,Her Russ Acad Sci,14,"0,231",United States,Northern America,2005-2020,Herald of the Russian Academy of Sciences[Journal]
16665,Horticulturae,Horticulturae,14,"0,621",Switzerland,Western Europe,2015-2020,Horticulturae[Journal]
16795,Journal of registry management,J Registry Manag,14,"0,133",United States,Northern America,2009-2019,Journal of registry management[Journal]
16806,Journal of the Intensive Care Society,J Intensive Care Soc,14,"0,551",United Kingdom,Western Europe,2010-2020,Journal of the Intensive Care Society[Journal]
16848,Neurophysiology,Neurophysiology,14,"0,205",United States,Northern America,1969-2020,Neurophysiology[Journal]
16903,Psicologia Educativa,Psicol Educ (Madr),14,"0,381",Spain,Western Europe,2013-2020,Psicologia Educativa[Journal]
16911,Radiologia,Radiologia (Panama),14,"0,220",Spain,Western Europe,"1961, 1970, 1972-2020",Radiologia[Journal]
16911,Radiologia,Radiologia,14,"0,220",Spain,Western Europe,"1961, 1970, 1972-2020",Radiologia[Journal]
16911,Radiologia,Radiologia (Engl Ed),14,"0,220",Spain,Western Europe,"1961, 1970, 1972-2020",Radiologia[Journal]
16923,Reumatologia,Reumatologia,14,"0,450",Poland,Eastern Europe,"1960-1961, 1963-2020",Reumatologia[Journal]
16998,Vierteljahrshefte fur Zeitgeschichte,Vierteljahrsh Zeitgesch,14,"0,146",Germany,Western Europe,"1967, 1972, 1976-1977, 1981, 1984, 1986, 1998-1999, 2001-2020",Vierteljahrshefte fur Zeitgeschichte[Journal]
17012,"Zentralblatt fur Arbeitsmedizin, Arbeitsschutz und Ergonomie",Zentralbl Arbeitsmed Arbeitsschutz Ergon,14,"0,176",Germany,Western Europe,"1953-1963, 1993-2020","Zentralblatt fur Arbeitsmedizin, Arbeitsschutz und Ergonomie[Journal]"
17013,Zhonghua kou qiang yi xue za zhi = Zhonghua kouqiang yixue zazhi = Chinese journal of stomatology,Zhonghua Kou Qiang Yi Xue Za Zhi,14,,China,Asiatic Region,"1987-2016, 2020",Zhonghua kou qiang yi xue za zhi = Zhonghua kouqiang yixue zazhi = Chinese journal of stomatology[Journal]
17014,Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi,Zhonghua Xue Ye Xue Za Zhi,14,"0,157",China,Asiatic Region,1997-2020,Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi[Journal]
17039,Acta medica academica,Acta Med Acad,13,"0,192",Bosnia and Herzegovina,Eastern Europe,2012-2020,Acta medica academica[Journal]
17053,Aktuelle Urologie,Aktuelle Urol,13,"0,136",Germany,Western Europe,1972-2020,Aktuelle Urologie[Journal]
17104,Canadian journal of women and the law = Revue juridique La femme et le droit,Can J Women Law,13,"0,270",Canada,Northern America,"1986-1987, 1989-1990, 1993-1994, 2003, 2009-2020",Canadian journal of women and the law = Revue juridique La femme et le droit[Journal]
17116,Cirugia pediatrica : organo oficial de la Sociedad Espanola de Cirugia Pediatrica,Cir Pediatr,13,"0,114",France,Western Europe,"1988-2014, 2016-2020",Cirugia pediatrica : organo oficial de la Sociedad Espanola de Cirugia Pediatrica[Journal]
17127,Cold Spring Harbor molecular case studies,Cold Spring Harb Mol Case Stud,13,"1,036",United States,Northern America,2016-2020,Cold Spring Harbor molecular case studies[Journal]
17134,Contemporary Jewry,Contemp Jew,13,"0,333",Netherlands,Western Europe,"1976-1978, 1980, 1982-1983, 1986-2003, 2005-2020",Contemporary Jewry[Journal]
17164,Eire-Ireland; a journal of Irish studies,Eire Irel,13,"0,143",United States,Northern America,"1976-1977, 1979-1980, 1982, 1987, 2000-2019",Eire-Ireland; a journal of Irish studies[Journal]
17177,Ethnologia Europaea,Ethnol Eur,13,"0,150",Denmark,Western Europe,"1987, 2002-2018, 2020",Ethnologia Europaea[Journal]
17184,European radiology experimental,Eur Radiol Exp,13,"1,096",United Kingdom,Western Europe,2017-2020,European radiology experimental[Journal]
17198,Fruhmittelalterliche Studien,Fruhmittelalt Stud,13,"0,101",Germany,Western Europe,"1967-1972, 1974-1984, 1986-2007, 2009, 2011-2019",Fruhmittelalterliche Studien[Journal]
17200,Genus,Genus,13,"0,392",Switzerland,Western Europe,"1970, 1975-1998, 2007-2020",Genus[Journal]
17205,Gigiena i sanitariia,Gig Sanit,13,"0,275",Russian Federation,Eastern Europe,"1945-1947, 1950-2020",Gigiena i sanitariia[Journal]
17220,IDCases,IDCases,13,"0,319",United Kingdom,Western Europe,2014-2020,IDCases[Journal]
17273,International journal of yoga therapy,Int J Yoga Therap,13,"0,190",United States,Northern America,"2011-2013, 2016-2019",International journal of yoga therapy[Journal]
17334,Journal of Nepal Health Research Council,J Nepal Health Res Counc,13,"0,264",Nepal,Asiatic Region,2010-2020,Journal of Nepal Health Research Council[Journal]
17378,Materialia,Materialia (Oxf),13,"0,860",Netherlands,Western Europe,2018-2020,Materialia[Journal]
17395,MMW Fortschritte der Medizin,MMW Fortschr Med,13,"0,106",Germany,Western Europe,1999-2020,MMW Fortschritte der Medizin[Journal]
17397,Modern Judaism,Mod Jud,13,"0,174",United States,Northern America,1981-2020,Modern Judaism[Journal]
17399,Monash bioethics review,Monash Bioeth Rev,13,"0,281",United States,Northern America,"1994-1996, 2002-2020",Monash bioethics review[Journal]
17496,Revista de Indias,Rev Indias,13,"0,159",Spain,Western Europe,"1980, 1983, 1985-1987, 1996-2020",Revista de Indias[Journal]
17514,Sangyo eiseigaku zasshi = Journal of occupational health,Sangyo Eiseigaku Zasshi,13,"0,140",Japan,Asiatic Region,1995-2020,Sangyo eiseigaku zasshi = Journal of occupational health[Journal]
17518,Separations,Separations,13,"0,485",Switzerland,Western Europe,2016-2020,Separations[Journal]
17530,Sotsiologicheskie issledovaniia,Sotsiol Issled,13,"0,356",Russian Federation,Eastern Europe,"1981-1982, 1984-1986, 2002-2020",Sotsiologicheskie issledovaniia[Journal]
17553,Tierarztliche Umschau,Tierarztl Umsch,13,"0,116",Germany,Western Europe,"1948, 1961, 1974-1977, 1996-2020",Tierarztliche Umschau[Journal]
17578,Zeitschrift fur Phytotherapie : offizielles Organ der Ges. f. Phytotherapie e.V,Z Phytother,13,"0,123",Germany,Western Europe,"1982, 1985-2020",Zeitschrift fur Phytotherapie : offizielles Organ der Ges. f. Phytotherapie e.V[Journal]
17580,Zhejiang da xue xue bao. Yi xue ban = Journal of Zhejiang University. Medical sciences,Zhejiang Da Xue Xue Bao Yi Xue Ban,13,"0,140",China,Asiatic Region,2003-2020,Zhejiang da xue xue bao. Yi xue ban = Journal of Zhejiang University. Medical sciences[Journal]
17583,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi,13,"0,133",China,Asiatic Region,1997-2020,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery[Journal]
17584,Zhonghua lao dong wei sheng zhi ye bing za zhi = Zhonghua laodong weisheng zhiyebing zazhi = Chinese journal of industrial hygiene and occupational diseases,Zhonghua Lao Dong Wei Sheng Zhi Ye Bing Za Zhi,13,"0,112",China,Asiatic Region,"2002-2016, 2019-2020",Zhonghua lao dong wei sheng zhi ye bing za zhi = Zhonghua laodong weisheng zhiyebing zazhi = Chinese journal of industrial hygiene and occupational diseases[Journal]
17585,Zhonghua wei chang wai ke za zhi = Chinese journal of gastrointestinal surgery,Zhonghua Wei Chang Wai Ke Za Zhi,13,"0,161",China,Asiatic Region,2005-2020,Zhonghua wei chang wai ke za zhi = Chinese journal of gastrointestinal surgery[Journal]
17636,Aerospace America,Aerosp Am,12,"0,101",United States,Northern America,1984-2019,Aerospace America[Journal]
17644,Aktuelle Dermatologie,Aktuelle Derm,12,"0,110",Germany,Western Europe,1975-2020,Aktuelle Dermatologie[Journal]
17690,Biomimetics,Biomimetics,12,"0,554",Switzerland,Western Europe,2016-2020,Biomimetics[Journal]
17728,Clinical obesity,Clin Obes,12,"0,640",United Kingdom,Western Europe,2015-2019,Clinical obesity[Journal]
17751,Der Gynakologe,Gynakologe,12,"0,123",Germany,Western Europe,1973-2020,Der Gynakologe[Journal]
17769,eNeurologicalSci,eNeurologicalSci,12,"0,570",Netherlands,Western Europe,2015-2020,eNeurologicalSci[Journal]
17807,Geographische Rundschau,Geogr Rundsch,12,"0,187",Germany,Western Europe,"1975, 1977-2014, 2018-2020",Geographische Rundschau[Journal]
17809,GeoHealth,Geohealth,12,"0,889",United States,Northern America,2017-2020,GeoHealth[Journal]
17824,HardwareX,HardwareX,12,"0,676",United Kingdom,Western Europe,2017-2020,HardwareX[Journal]
17829,Heart Asia,Heart Asia,12,"0,650",United Kingdom,Western Europe,2011-2019,Heart Asia[Journal]
17927,JCO clinical cancer informatics,JCO Clin Cancer Inform,12,"1,188",United States,Northern America,2017-2020,JCO clinical cancer informatics[Journal]
18001,Journal of the American Society of Cytopathology,J Am Soc Cytopathol,12,"0,663",United States,Northern America,2013-2020,Journal of the American Society of Cytopathology[Journal]
18002,Journal of the Anatomical Society of India,J Anat Soc India,12,"0,126",India,Asiatic Region,"1960, 1975, 1987, 2009-2020",Journal of the Anatomical Society of India[Journal]
18016,Journal of WSCG,J WSCG (Plzen),12,"0,117",Czech Republic,Eastern Europe,2009-2020,Journal of WSCG[Journal]
